Version,short,middle-256,long-1k,long-2k
Version 1,3.370306282338182,67.3811162343336,247.7173871289997,582.5887397423357
Version 2,3.2297380356661356,62.523986875336654,233.29191367266563,554.261601632005
Version 3,2.8598969250063724,36.55517386799814,138.61230366432574,323.38373377766885
Version 4,4.418065561670422,47.713908689993936,170.03624785366506,389.437335109668
Version 5,7.129329781334188,50.33190049500748,172.20656317567045,391.78594505032623
Version 6,2.9261924306726237,45.86537505900196,167.27910774300108,387.07230294199934
